split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-3000_3499.parquet,pythia-160m-step70000-3000_3999.parquet,-146.54644775390625,48,-144.96051025390625,3,"[-144.96051025390625, -147.03863525390625, -146.32769775390625]"
abstract_algebra_test,1,"Question: Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index of <p> in S_5.
A. 8
B. 2
C. 24
D. 120

Answer: C",abstract_algebra_test_correct_1_C,longformer-1500_1999.parquet,pythia-160m-step70000-1000_1999.parquet,-165.13766479492188,56,-163.84860229492188,3,"[-163.84860229492188, -164.600830078125, -165.667236328125]"
abstract_algebra_test,2,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5
A. 0
B. 1
C. 0,1
D. 0,4

Answer: D",abstract_algebra_test_correct_2_D,longformer-11500_11999.parquet,pythia-160m-step70000-11000_11999.parquet,-186.13986206054688,64,-184.13595581054688,3,"[-184.13595581054688, -184.9381103515625, -186.24923706054688]"
abstract_algebra_test,3,"Question: Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: B",abstract_algebra_test_correct_3_B,longformer-24500_24999.parquet,pythia-160m-step70000-24000_24999.parquet,-189.86131286621094,77,-187.83787536621094,3,"[-187.83787536621094, -190.08006286621094, -189.80662536621094]"
abstract_algebra_test,4,"Question: Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].
A. 2x^2 + 5
B. 6x^2 + 4x + 6
C. 0
D. x^2 + 1

Answer: B",abstract_algebra_test_correct_4_B,longformer-13000_13499.parquet,pythia-160m-step70000-13000_13999.parquet,-205.287841796875,84,-204.350341796875,3,"[-204.350341796875, -206.264404296875, -205.600341796875]"
abstract_algebra_test,5,"Question: Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_5_A,longformer-28500_28999.parquet,pythia-160m-step70000-28000_28999.parquet,-163.26898193359375,80,-165.57366943359375,3,"[-165.65960693359375, -165.57366943359375, -166.15179443359375]"
abstract_algebra_test,6,"Question: Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_6_A,longformer-27000_27499.parquet,pythia-160m-step70000-27000_27999.parquet,-184.1558380126953,75,-185.9432830810547,3,"[-185.9432830810547, -186.4058380126953, -186.38711547851562]"
abstract_algebra_test,7,"Question: Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: D",abstract_algebra_test_correct_7_D,longformer-15500_15999.parquet,pythia-160m-step70000-15000_15999.parquet,-179.5706024169922,61,-177.5666961669922,3,"[-177.5666961669922, -179.478759765625, -179.56365966796875]"
abstract_algebra_test,8,"Question: Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_8_B,longformer-2000_2499.parquet,pythia-160m-step70000-2000_2999.parquet,-136.86441040039062,45,-135.3566131591797,3,"[-135.3566131591797, -137.30970764160156, -136.67929077148438]"
abstract_algebra_test,9,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7
A. 1
B. 2
C. 2,3
D. 6

Answer: C",abstract_algebra_test_correct_9_C,longformer-9500_9999.parquet,pythia-160m-step70000-9000_9999.parquet,-178.33901977539062,55,-176.04605102539062,3,"[-176.04605102539062, -177.22573852539062, -178.05776977539062]"
