split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-332.98223876953125,48,-331.16436767578125,3,"[-331.16436767578125, -332.46466064453125, -331.65020751953125]"
anatomy_test,0,"Question: A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral
A. paralysis of the facial muscles.
B. paralysis of the facial muscles and loss of taste.
C. paralysis of the facial muscles, loss of taste and lacrimation.
D. paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.

Answer: A",anatomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-636.6361083984375,77,-637.4798583984375,3,"[-637.8763427734375, -637.9603271484375, -637.4798583984375]"
astronomy_test,0,"Question: What is true for a type-Ia (""type one-a"") supernova?
A. This type occurs in binary systems.
B. This type occurs in young galaxies.
C. This type produces gamma-ray bursts.
D. This type produces high amounts of X-rays.

Answer: A",astronomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-490.7142028808594,67,-491.4095153808594,3,"[-492.3724060058594, -491.8997497558594, -491.4095153808594]"
business_ethics_test,0,"Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.
A. Cryptocurrencies, Expensive, Secure, Financial Crime
B. Traditional currency, Cheap, Unsecure, Charitable giving
C. Cryptocurrencies, Cheap, Secure, Financial crime
D. Traditional currency, Expensive, Unsecure, Charitable giving

Answer: C",business_ethics_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-847.8211669921875,91,-846.1512451171875,3,"[-846.1512451171875, -848.2078857421875, -847.5106201171875]"
clinical_knowledge_test,0,"Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?
A. 18 gauge.
B. 20 gauge.
C. 22 gauge.
D. 24 gauge.

Answer: A",clinical_knowledge_test_correct_0_A,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-388.10125732421875,54,-388.94305419921875,3,"[-389.82586669921875, -389.57196044921875, -388.94305419921875]"
college_biology_test,0,"Question: Based on the characteristic population curves that result from plotting population growth of a species, the most effective means of controlling the mosquito population is to
A. maintain the population at a point corresponding to the midpoint of its logistic curve
B. opt for zero population control once the K value of the curve has been reached
C. reduce the carrying capacity cif the environment to lower the K value
D. increase the mortality rate

Answer: C",college_biology_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-684.0435180664062,91,-682.8989868164062,3,"[-682.8989868164062, -684.0103149414062, -683.4517211914062]"
college_chemistry_test,0,"Question: The rate, r, of a zero-order chemical reaction A → B can be expressed as which of the following?
A. r = k ln[A]
B. r = k [A]^2
C. r = k [A]
D. r = k

Answer: D",college_chemistry_test_correct_0_D,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-467.8867492675781,66,-466.5722961425781,3,"[-466.5722961425781, -468.6269836425781, -467.9980773925781]"
college_computer_science_test,0,"Question: The access matrix approach to protection has the difficulty that
A. the matrix, if stored directly, is large and can be clumsy to manage
B. it is not capable of expressing complex protection requirements
C. deciding whether a process has access to a resource is undecidable
D. there is no way to express who has rights to change the access matrix itself

Answer: A",college_computer_science_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-606.5254516601562,79,-607.5352172851562,3,"[-608.2305297851562, -608.0469360351562, -607.5352172851562]"
college_mathematics_test,0,"Question: Let k be the number of real solutions of the equation e^x + x - 2 = 0 in the interval [0, 1], and let n be the number of real solutions that are not in [0, 1]. Which of the following is true?
A. k = 0 and n = 1
B. k = 1 and n = 0
C. k = n = 1
D. k > 1

Answer: B",college_mathematics_test_correct_0_B,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-615.9900512695312,94,-614.3240356445312,3,"[-614.3240356445312, -615.9138793945312, -615.3377075195312]"
college_medicine_test,0,"Question: A police officer carries out hundreds of traffic stops every year. When his supervisor is reviewing the officer’s records for the past year, he notices that the officer is equally likely to stop people of various genders, ages, and races. However, he is significantly more likely to write tickets for middle-aged white males with dark hair and eyes. When confronted with this fact, the officer truthfully states that he has no idea why that is, and that it must simply be a coincidence. Unbeknownst to the officer, this behavior is tied to the fact that these men look like his father, with whom he had an abusive relationship as a child. What psychological framework would directly address the unconscious bias in his behavior? 
A. Behaviorist
B. Psychoanalytic
C. Cognitive behavioral
D. Humanistic

Answer: B",college_medicine_test_correct_0_B,longformer-200_299.parquet,pythia-6_9b-step64-0_999.parquet,-1342.58544921875,166,-1341.34130859375,3,"[-1341.34130859375, -1342.39208984375, -1341.93115234375]"
college_physics_test,0,"Question: The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons
A. an average of 10 times, with an rms deviation of about 4
B. an average of 10 times, with an rms deviation of about 3
C. an average of 10 times, with an rms deviation of about 1
D. an average of 10 times, with an rms deviation of about 0.1

Answer: B",college_physics_test_correct_0_B,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-766.6730346679688,104,-764.7774658203125,3,"[-764.7774658203125, -766.4923095703125, -765.8399658203125]"
computer_security_test,0,"Question: Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?
A. Generational
B. Blackbox
C. Whitebox
D. Mutation-based

Answer: C",computer_security_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-398.82952880859375,48,-397.38616943359375,3,"[-397.38616943359375, -399.11077880859375, -398.118408203125]"
conceptual_physics_test,0,"Question: A 10-N force at an angle 45° above the horizontal has a horizontal component of about
A. 7 N
B. 5 N
C. 10 N
D. 12 N

Answer: A",conceptual_physics_test_correct_0_A,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-328.5744323730469,46,-329.7326354980469,3,"[-330.8830261230469, -330.4084167480469, -329.7326354980469]"
econometrics_test,0,"Question: Which one of the following is the most appropriate definition of a 99% confidence interval?
A. 99% of the time in repeated samples, the interval would contain the true value of the parameter
B. 99% of the time in repeated samples, the interval would contain the estimated value of the parameter
C. 99% of the time in repeated samples, the null hypothesis will be rejected
D. 99% of the time in repeated samples, the null hypothesis will not be rejected when it was false

Answer: A",econometrics_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step64-0_999.parquet,-709.3848876953125,109,-710.1500854492188,3,"[-710.7911376953125, -710.9493408203125, -710.1500854492188]"
electrical_engineering_test,0,"Question: The Barkhausen criterion for an oscillator
A. Loop gain should be unity
B. Loop gain should be less than unity
C. The phase of a feedback signal with respect to input should be 0° or 360°
D. Both A and C

Answer: D",electrical_engineering_test_correct_0_D,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-449.2911071777344,58,-447.9473571777344,3,"[-447.9473571777344, -449.9571228027344, -449.3399353027344]"
elementary_mathematics_test,0,"Question: What is the value of p in 24 = 2p?
A. p = 4
B. p = 8
C. p = 12
D. p = 24

Answer: C",elementary_mathematics_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step64-0_999.parquet,-271.8914489746094,43,-270.5652770996094,3,"[-270.5652770996094, -272.5262145996094, -271.4051208496094]"
