feature,word_id,valid,context_string
1201,27f5b4e9f7cb7f46d9d7026ebbba5bd496855508_16482,YES,	: tied to the doorknob.			CHAPTER VI *	* AGNES LOSES HER TEMPER AND DOT HER TOOTH
1201,35567213fb74e88073d7379ff31df2d8539bd97a_91038,YES,	: alone among the shadows.			CHAPTER XXIV *	* AN AVOWAL OF LOVE		Winston sat gazing at
1201,2b232a78f4d36f15dbc6518cb4ac01622ea20e76_117095,YES,"	: I have a family.""			CHAPTER XLIII *	* VERY CHARMING.			""So you are a"
1201,35567213fb74e88073d7379ff31df2d8539bd97a_105868,YES,"	: come fer 'em.""			CHAPTER XXVIII *	* ACROSS THE DESERT TO THE END		Never in"
1201,4a210087ba1d4498efbf94edc7aa339c18d1fc12_84971,YES,: . 373-384.			CHAPTER IV *	* ANTHROPOLOGICAL CONDITIONS			In dealing with the folklore of
1201,629a7c17aebd22e9038de8c7a9bd4156edfc22ab_75984,YES,	: when Weston drove away.			CHAPTER XIX *	* ILLUMINATION			It was three or four months later
1201,1c51a66c760dd849caa2a690dcf09006d19ed167_27777,YES,"	: , seeking to enter!			CHAPTER XI *	* AN UNINVITED GUEST		Phil knew that Tony must"
1201,4bf7a4cdac504e4a3b45333f6caeb56a_51,NO, placeholder: Grist. This page is here because someone used our * placeholder* utility to look for Erin Grist. We created this
1201,63a27cacc5c40bddb733ec738c459422736b0295_114214,YES,	: less constant or less intense.			XXII *	* AN INSULT TO THE BLOOD			It could not
1201,e2679f56872d6b25f70dbc27c7fba98cb949932f_6859,YES,"	: word _Finis_.		CHAPTER TWO. *	* ESCAPE OF THE ""CRANKY JANE.""		A"
1201,629a7c17aebd22e9038de8c7a9bd4156edfc22ab_18083,YES,"	: lost in the vapor.			CHAPTER V *	* IDA'S CONFIDENCE			An hour passed,"
1201,332616f9a7a490f958f425c8d427337792529290_1746,NO,: de clase de ExpCompiler que se va a utilizarč	č *	* JAM_053_EXPAND_NON_NATIVE=
1201,3321fa02b96b0a6cf58aa3c7a16ff9038b0f5061_2027,NO,: js; jse; jsm; json; asč *	* Default=č	Comment=fore:#646464č
1201,1866c195ce2ed4fd24e4f4736d0980c1be0bc1f5_21185,YES,	: the bland	Secretary.			CHAPTER V *	* AN ELUSIVE FACE			Walking abroad at noontime next
1201,003db3a3df802a06e7216ed2b81d96f3ff4df557_6498,YES,"	: batty, after all.			CHAPTER II *	* PULLING A SLEUTH STUNT		Trust Piddie for workin"
1201,913e6e0179be3b755cdb2b576a6797f0_337,NO,"Rated: parking closer to nearby sights and amenities below. *Rated* 5 stars with an average satisfaction rating of 96%,"
1201,be75dedbdbba1deebc8f4c0106b314c742c4fe42_53264,YES,"	: is not at home.""			CHAPTER XIII *	* AND CONVERTS A GOAL		Phil Kendrick sipped his"
1201,4554735e2a4a2a0faea189b99fe99c8b_413,NO,"409: /7 and you can reach us by 800- *409* -5199 or mail, whichever kind of Pressure Washing"
1201,8c1b729ae805278829bfce439e6b583acfee3fd2_62847,YES,	: her best to help.			CHAPTER XVI *	* AN ARROW OUT OF THE NIGHT			The short
1201,331b4e6358eeaefbc6b7b555cd1041d5ee471187_12293,NO,09: 1mfxOFcemWuxiKR365bcJcUS6y5RogU6Sa *09* f4ipTqwLkDf\	zs5//g==
1201,ba2d68eb940b9113e989e7a004e7ca13c1f985c9_8317,NO,"	: will do it.""			[Illustration] *	* IV			Well, the problem never was solved"
1201,a7092aa08444c61a032710633d21a1de081de7d6_26663,YES,"	: , even to you!			CHAPTER IV *	* WINGS			The next day was very wet--"
1201,66bc86df95b1c5df6ad6aef347f2e34b7c397715_43093,YES,	: with the empty tray.			CHAPTER XII *	* AN ODD DINNER PARTY		A few nights later
1201,dd68882491aaea8e05dbe84c2b931ca2c89b2a51_30870,YES,"	: swallow on the wing.			CHAPTER VII *	* I TWINE CHRISTMAS GREENS		    ""Woman's at best"
1201,3321fa02b96b0a6cf58aa3c7a16ff9038b0f5061_136,NO,	: =č	TabWidth=č	IndentWidth=č *	* MarkLongLines=č	LongLinesLimit=č	LongLineMode=
1201,4554735e2a4a2a0faea189b99fe99c8b_19,NO, inaccessible: every speck of dirt and dust from the external and * inaccessible* areas of your house. These areas include the chimneys
1201,fd86beb91edfcad88afb39ed2c105f5e099dc00b_32885,YES,	: The way came.			V *	* ANNINA AS DEMIURGE			They held a tournament in
1201,076f76e066e65f6aa19842ef460143542b63ebf0_71085,YES,"	: a shapeless mass from the forecastle	forwards. *	* ""`Kick the carrion aft!'  I heard the"
1201,78aea777ba5489be885a0b2c9b3fec3b555cd922_60792,YES,"	: may call it sacrilege.""			CHAPTER XV *	* BREFAR CHURCH			""It was all my fault"
1201,03aa0cc70a6b55aaaef60619d3ab230396254c72_73734,YES,"	: undressing, she laughed.			CHAPTER XXVI *	* A MENACE APPEARS			Sheriff Moreton waited for Warden"
1201,1866c195ce2ed4fd24e4f4736d0980c1be0bc1f5_95330,YES,	: heart of the battle.			CHAPTER XIX *	* NIGHT IN THE WILDERNESS			The two women clasped
1201,dd68882491aaea8e05dbe84c2b931ca2c89b2a51_138950,YES,"	: thing in life.			CHAPTER XXVIII *	* EXIT LE CHEVALIER		    ""The King of France with"
1201,66bc86df95b1c5df6ad6aef347f2e34b7c397715_23472,YES,"	: her, Ray disappeared.			CHAPTER VII *	* A CLEVER PLAN		Patty waited, thinking over"
1201,6f568e83a4bf573d05a0ba016317368ace65c302_79262,YES,	: the Black Tor.		CHAPTER TWENTY. *	* ALLIED FORCES.		The crescent moon sank like
1201,dd68882491aaea8e05dbe84c2b931ca2c89b2a51_103283,YES,"	: to prepare my bath.""			CHAPTER XXI *	* A TEMPEST IN A BATH-TUB		    ""The"
