feature,word_id,valid,context_string
1401,7517c068978633c723988cf69197249755b399a9_122314,YES,"	: Majesty, which armaments have become	reciprocal. *	* If the court of Versailles is disposed to explain itself"
1401,cffe2db03e39c2bf86c14784ac5d992107fa1d6b_168404,YES,"	   : on one of his legs, and by a very *	   * great discharge from it. Some crisis of that sort"
1401,076f76e066e65f6aa19842ef460143542b63ebf0_70336,YES,"	: attack us	as the hours wore on. *	* ""They were as watchful as ourselves, though,"
1401,77cc683d2e8ba196ea0ce6a9a177cff9a55ef17f_43749,YES,"	: high spirits, to do their Christmas shopping. *	* Grandmother watched them from the window, and thought how"
1401,b09c82938f82bdadde6162b52b5fffd923cad285_45199,YES,"	: and	he bolted up to his room. *	* Dig, as it happened, was out, not"
1401,7a52d33283d96ba72736257dc405a13c5a5cd17b_455,YES,"	: ocean beyond more than ever grey and leaden. *	* And the snow was falling still, and promised to"
1401,1c841680d2a209a6495adf69d094676b62a44a27_48259,YES,"	: readiness for use on the	following day. *	* ""Now they are all sitting down and beginning to"
1401,fdd0b693aa2bc91d05677329f92558c2859cd88a_87333,YES,	: gazing at one another in an embarrassed silence. *	* No reference had so far been made to the accident
1401,629a7c17aebd22e9038de8c7a9bd4156edfc22ab_108031,YES,"	: the	magazine of his repeating-rifle. *	* ""Not a blame ca'tridge left! You"
1401,1c841680d2a209a6495adf69d094676b62a44a27_100159,YES,"	: precepts with a	decided lack of enthusiasm. *	* ""You will be a good child now, piccaninny"
1401,94cf47be4670070930fe984d9fd67fad4a7c6997_106287,YES,	: have a long spell of real hard work. *	* By this time the men were more at home with
1401,b8210f2df0a598c033e1a240f1da56bc5af1c9e8_99403,YES,"	: and stumbled away to their	respective berths. *	* I slept badly that night, the fever, with"
1401,1fae0d86f9cc01f7b5745a85d0c7c254eead98ec_70541,YES,"	: of a heavy	hand on his shoulder. *	* ""Now then, wake up, over there!"
1401,8f990a75e90930925b7bce391cc37390c728b23a_11178,YES,"	: open the side door leading into the garden. *	* A gust of wind blew into her face, a"
1401,6f7740394c4cefc5cb5872794543d79de8e0c04f_56177,YES,"	: 's horrid of him to talk of sacrifices!"" *	* Thoughts fly quickly, but, even so, the"
1401,47bc44dc143c97e6671e5768a2d0c3b565d83f9a_4924,YES,"	: he smiled, his own, cheery smile. *	* ""Hilary, pack your boxes, and get ready"
1401,d12c4e81cc4df5917046296044476996d270630f_29198,YES,"	: took place in	forced and chilly manner. *	* ""Good by-ee!""		""Good"
1401,1c841680d2a209a6495adf69d094676b62a44a27_103447,YES,	: the weather until the Castle gates were reached. *	* CHAPTER TWENTY EIGHT.		A TELEGRAM.
1401,6f7740394c4cefc5cb5872794543d79de8e0c04f_119018,YES,"	: possible	moment to mingle tears of misery. *	* ""I--I feel as if I should burst"
1401,c2cca0b34a67bea70ff7db20fa9bf98cfc19b0de_73801,YES,	: the	way to his own especial sanctum. *	* I never actually heard what was the nature of the
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_65653,YES,"	: lines which she had never seen before. *	* ""Oh, Arthur, I wish I were staying"
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_85609,YES,"	: ,	and ceiling with her eager glance. *	* ""They are staring me in the face most likely"
1401,0907ed89322090f41491c7fe38c326537bb577e2_6506,YES,	: and bent	down to see and hear. *	* The first thing he saw was his minister's home
1401,b8210f2df0a598c033e1a240f1da56bc5af1c9e8_92673,YES,	: graceful curves over the	slowly undulating swell. *	* I sat up and looked about me vaguely and wonderingly
1401,b75602a43e247f332bb35db09714bfe5a7662e13_37453,YES,	: She	sat down to watch by him. *	* After Agatha and James had been brought ashore by the
1401,47bc44dc143c97e6671e5768a2d0c3b565d83f9a_27420,YES,	: aching little heart which he had left behind. *	* On Thursday morning Rex duly drove up to the door
1401,d0f0a60484bf6c8529c47ad1a49ff36cd0e0d73b_77228,YES,"	: streets	until we emerged into Farringdon Street. *	* ""We are close there now,"" my friend remarked"
1401,23710438bec57c951cd264df18d147fe39cddbe3_112857,YES,	: the summits of the	hills before them. *	* Lance found that they had come out on the eastern
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_84247,YES,"	: lunch should be	served where they sat. *	* ""It will do me more credit; for what"
1401,aa0d302a503cc49da662fdcba236bb5ac69188ff_78587,YES,"	: pain at the pit of our stomachs. *	* Our thirst was appeased, Jackson having swung himself down"
1401,1fae0d86f9cc01f7b5745a85d0c7c254eead98ec_59233,YES,"	: which was thickly	planted with raspberry bushes. *	* ""Help yourself!"" she said briefly.  """
1401,c2cca0b34a67bea70ff7db20fa9bf98cfc19b0de_1221,YES,	: of the day at my own	disposal. *	* My first act on emerging from the door of Mr
1401,1c841680d2a209a6495adf69d094676b62a44a27_16864,YES,"	: in dismay at the	work before her. *	* ""Is it for next week we are to learn"
1401,854348d1a6932bac0bfb317a6195f7f486c5d208_3944,YES,"	: whereupon the	little crowd quickly melted away. *	* Then, and not until then, the tall,"
1401,22d894281d8598835a5a3067a40f94258bbee103_37718,NO, are: as well as in	name during these days that * are* to try men's souls. We must be impartial
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_26562,YES,"	: diamonds, glided	forward to meet her. *	* ""It's Mawiquita!  It is!"
1401,47bc44dc143c97e6671e5768a2d0c3b565d83f9a_26133,YES,	: in the	course of her short life. *	* CHAPTER NINE.		THE VIOLIN LESSON.
1401,47bc44dc143c97e6671e5768a2d0c3b565d83f9a_51642,YES,"	: had been no	time for private conferences. *	* Miss Carr was speechless with grief, disappointment, and"
1401,0385bcf3cf199b0a23b8b39ac3b3f5fe5761c6c3_22847,YES,"	: cry that _must_ be heard. *	* The snow was falling fast, but not faster nor"
1401,fab6f10d1bf4a8b7700c2f2a35c4c3cabc25814d_33997,YES,"	: ,	in order to cheat the current. *	* It was within an hour of sunset when Purchase,"
1401,1e32ef436eb75d5f69236fd6887f1d1f2dc08e67_77563,YES,"	: their cry	as they sought for him. *	* ""Maraton! Maraton!""		He threw himself"
1401,c2e5b0f914e0437cfc05463120b327aa7daca0a1_26804,YES,	: con	the ship in the same manner. *	* The evening was rapidly drawing in; and the big
1401,35567213fb74e88073d7379ff31df2d8539bd97a_94833,YES,	: ; everywhere	it remained black and silent. *	* To those wearied men on guard this secrecy seemed ominous
1401,40200531cf3ab15f926adba26d22c2bf4e8eb3f4_77003,YES,"	: narrow and very	dark and dirty lane. *	* ""Your way lies to the left,"" murmured Don"
1401,8f990a75e90930925b7bce391cc37390c728b23a_80489,YES,	: all its	consequences to Rowena and herself. *	* Meanwhile Norah lay helpless in her bedroom at the other
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_2412,YES,"	: in his hand,	hesitating, uncertain. *	* ""If you would care to read it, pray"
1401,d45645ecc05f0bb560c2e0e4042fc1d22812ad6a_32943,YES,"	: think herself too good	for Arthur Saville! *	* ""I hope and pray, Arthur, that when"
1401,a5cc98aadb188e9a4c6d9ba59327e0af6e61222c_69198,YES,	: desperado might at any	moment involve us. *	* We had barely made good our retreat when the boat
1401,fdd0b693aa2bc91d05677329f92558c2859cd88a_86383,YES,	: softly to herself in the	flickering firelight. *	* Two days later came a delightful surprise.  Evie
