split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-3000_3499.parquet,pythia-160m-step512-3000_3999.parquet,-209.16258239746094,48,-207.4028778076172,3,"[-207.4028778076172, -208.22637939453125, -209.39328002929688]"
abstract_algebra_test,1,"Question: Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index of <p> in S_5.
A. 8
B. 2
C. 24
D. 120

Answer: C",abstract_algebra_test_correct_1_C,longformer-1500_1999.parquet,pythia-160m-step512-1000_1999.parquet,-234.75759887695312,56,-233.34170532226562,3,"[-233.34170532226562, -235.2944793701172, -235.6655731201172]"
abstract_algebra_test,2,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5
A. 0
B. 1
C. 0,1
D. 0,4

Answer: D",abstract_algebra_test_correct_2_D,longformer-11500_11999.parquet,pythia-160m-step512-11000_11999.parquet,-292.3231201171875,64,-290.72430419921875,3,"[-290.72430419921875, -292.16180419921875, -290.85968017578125]"
abstract_algebra_test,3,"Question: Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: B",abstract_algebra_test_correct_3_B,longformer-24500_24999.parquet,pythia-160m-step512-25000_25999.parquet,-387.3834533691406,77,-385.3248596191406,3,"[-385.3248596191406, -387.1256408691406, -387.6451721191406]"
abstract_algebra_test,4,"Question: Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].
A. 2x^2 + 5
B. 6x^2 + 4x + 6
C. 0
D. x^2 + 1

Answer: B",abstract_algebra_test_correct_4_B,longformer-13000_13499.parquet,pythia-160m-step512-13000_13999.parquet,-313.4252014160156,84,-311.98736572265625,3,"[-312.1396789550781, -311.98736572265625, -313.78814697265625]"
abstract_algebra_test,5,"Question: Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_5_A,longformer-28500_28999.parquet,pythia-160m-step512-28000_28999.parquet,-405.3371276855469,80,-407.2629089355469,3,"[-407.4621276855469, -407.2629089355469, -407.8097839355469]"
abstract_algebra_test,6,"Question: Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_6_A,longformer-27000_27499.parquet,pythia-160m-step512-27000_27999.parquet,-414.8546142578125,75,-416.2764892578125,3,"[-416.6710205078125, -416.2764892578125, -416.9796142578125]"
abstract_algebra_test,7,"Question: Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: D",abstract_algebra_test_correct_7_D,longformer-15500_15999.parquet,pythia-160m-step512-15000_15999.parquet,-326.3999938964844,61,-324.2294006347656,3,"[-324.2294006347656, -326.0926818847656, -325.9234313964844]"
abstract_algebra_test,8,"Question: Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_8_B,longformer-2000_2499.parquet,pythia-160m-step512-2000_2999.parquet,-187.85671997070312,45,-186.07708740234375,3,"[-186.07708740234375, -186.89028930664062, -188.01296997070312]"
abstract_algebra_test,9,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7
A. 1
B. 2
C. 2,3
D. 6

Answer: C",abstract_algebra_test_correct_9_C,longformer-9500_9999.parquet,pythia-160m-step512-9000_9999.parquet,-267.91259765625,55,-267.17041015625,3,"[-267.17041015625, -268.7682800292969, -269.03369140625]"
