split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-0_99.parquet,pythia-6_9b-step1-0_999.parquet,-544.7182006835938,48,-542.6596069335938,3,"[-545.7630615234375, -546.6166381835938, -542.6596069335938]"
anatomy_test,0,"Question: A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral
A. paralysis of the facial muscles.
B. paralysis of the facial muscles and loss of taste.
C. paralysis of the facial muscles, loss of taste and lacrimation.
D. paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.

Answer: A",anatomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-1013.0916137695312,77,-1011.2612915039062,3,"[-1011.2612915039062, -1013.6389770507812, -1011.5474243164062]"
astronomy_test,0,"Question: What is true for a type-Ia (""type one-a"") supernova?
A. This type occurs in binary systems.
B. This type occurs in young galaxies.
C. This type produces gamma-ray bursts.
D. This type produces high amounts of X-rays.

Answer: A",astronomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-808.457275390625,67,-805.2683715820312,3,"[-806.8484497070312, -808.4097900390625, -805.2683715820312]"
business_ethics_test,0,"Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.
A. Cryptocurrencies, Expensive, Secure, Financial Crime
B. Traditional currency, Cheap, Unsecure, Charitable giving
C. Cryptocurrencies, Cheap, Secure, Financial crime
D. Traditional currency, Expensive, Unsecure, Charitable giving

Answer: C",business_ethics_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-1206.351318359375,91,-1203.525146484375,3,"[-1205.643310546875, -1204.612060546875, -1203.525146484375]"
clinical_knowledge_test,0,"Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?
A. 18 gauge.
B. 20 gauge.
C. 22 gauge.
D. 24 gauge.

Answer: A",clinical_knowledge_test_correct_0_A,longformer-0_99.parquet,pythia-6_9b-step1-0_999.parquet,-622.3560791015625,54,-619.6429443359375,3,"[-620.1956787109375, -622.8988037109375, -619.6429443359375]"
college_biology_test,0,"Question: Based on the characteristic population curves that result from plotting population growth of a species, the most effective means of controlling the mosquito population is to
A. maintain the population at a point corresponding to the midpoint of its logistic curve
B. opt for zero population control once the K value of the curve has been reached
C. reduce the carrying capacity cif the environment to lower the K value
D. increase the mortality rate

Answer: C",college_biology_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-1057.00244140625,91,-1054.25341796875,3,"[-1057.11181640625, -1054.78271484375, -1054.25341796875]"
college_chemistry_test,0,"Question: The rate, r, of a zero-order chemical reaction A → B can be expressed as which of the following?
A. r = k ln[A]
B. r = k [A]^2
C. r = k [A]
D. r = k

Answer: D",college_chemistry_test_correct_0_D,longformer-0_99.parquet,pythia-6_9b-step1-0_999.parquet,-756.1885986328125,66,-757.8604736328125,3,"[-758.8123779296875, -757.8604736328125, -759.6934814453125]"
college_computer_science_test,0,"Question: The access matrix approach to protection has the difficulty that
A. the matrix, if stored directly, is large and can be clumsy to manage
B. it is not capable of expressing complex protection requirements
C. deciding whether a process has access to a resource is undecidable
D. there is no way to express who has rights to change the access matrix itself

Answer: A",college_computer_science_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-945.3267211914062,79,-942.5055541992188,3,"[-944.2843627929688, -945.0867919921875, -942.5055541992188]"
college_mathematics_test,0,"Question: Let k be the number of real solutions of the equation e^x + x - 2 = 0 in the interval [0, 1], and let n be the number of real solutions that are not in [0, 1]. Which of the following is true?
A. k = 0 and n = 1
B. k = 1 and n = 0
C. k = n = 1
D. k > 1

Answer: B",college_mathematics_test_correct_0_B,longformer-100_199.parquet,pythia-6_9b-step1-0_999.parquet,-1094.0318603515625,94,-1092.8092041015625,3,"[-1095.115478515625, -1096.5142822265625, -1092.8092041015625]"
college_medicine_test,0,"Question: A police officer carries out hundreds of traffic stops every year. When his supervisor is reviewing the officer’s records for the past year, he notices that the officer is equally likely to stop people of various genders, ages, and races. However, he is significantly more likely to write tickets for middle-aged white males with dark hair and eyes. When confronted with this fact, the officer truthfully states that he has no idea why that is, and that it must simply be a coincidence. Unbeknownst to the officer, this behavior is tied to the fact that these men look like his father, with whom he had an abusive relationship as a child. What psychological framework would directly address the unconscious bias in his behavior? 
A. Behaviorist
B. Psychoanalytic
C. Cognitive behavioral
D. Humanistic

Answer: B",college_medicine_test_correct_0_B,longformer-200_299.parquet,pythia-6_9b-step1-0_999.parquet,-2011.06005859375,166,-2009.63427734375,3,"[-2013.5546875, -2012.64453125, -2009.63427734375]"
