split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-3000_3499.parquet,pythia-6_9b-step64-3000_3999.parquet,-332.9818420410156,48,-331.18341064453125,3,"[-331.18341064453125, -332.46466064453125, -331.65020751953125]"
abstract_algebra_test,1,"Question: Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index of <p> in S_5.
A. 8
B. 2
C. 24
D. 120

Answer: C",abstract_algebra_test_correct_1_C,longformer-1500_1999.parquet,pythia-6_9b-step64-1000_1999.parquet,-350.2408752441406,56,-348.9889221191406,3,"[-348.9889221191406, -351.04022216796875, -350.0045471191406]"
abstract_algebra_test,2,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5
A. 0
B. 1
C. 0,1
D. 0,4

Answer: D",abstract_algebra_test_correct_2_D,longformer-11500_11999.parquet,pythia-6_9b-step64-11000_11999.parquet,-429.1525573730469,64,-428.4455261230469,3,"[-428.4455261230469, -430.5275573730469, -430.0236511230469]"
abstract_algebra_test,3,"Question: Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: B",abstract_algebra_test_correct_3_B,longformer-24500_24999.parquet,pythia-6_9b-step64-25000_25999.parquet,-565.5205078125,77,-563.7236328125,3,"[-563.7236328125, -565.1767578125, -564.6884765625]"
abstract_algebra_test,4,"Question: Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].
A. 2x^2 + 5
B. 6x^2 + 4x + 6
C. 0
D. x^2 + 1

Answer: B",abstract_algebra_test_correct_4_B,longformer-13000_13499.parquet,pythia-6_9b-step64-13000_13999.parquet,-530.197265625,84,-528.080078125,3,"[-528.080078125, -529.720703125, -528.77734375]"
abstract_algebra_test,5,"Question: Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_5_A,longformer-28500_28999.parquet,pythia-6_9b-step64-28000_28999.parquet,-585.2437744140625,80,-586.4156494140625,3,"[-587.2242431640625, -587.0250244140625, -586.4156494140625]"
abstract_algebra_test,6,"Question: Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: A",abstract_algebra_test_correct_6_A,longformer-27000_27499.parquet,pythia-6_9b-step64-27000_27999.parquet,-551.2482299804688,75,-552.0372924804688,3,"[-552.5255737304688, -552.7853393554688, -552.0372924804688]"
abstract_algebra_test,7,"Question: Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.
A. True, True
B. False, False
C. True, False
D. False, True

Answer: D",abstract_algebra_test_correct_7_D,longformer-15500_15999.parquet,pythia-6_9b-step64-15000_15999.parquet,-437.61260986328125,61,-436.49932861328125,3,"[-436.49932861328125, -438.35089111328125, -438.24737548828125]"
abstract_algebra_test,8,"Question: Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_8_B,longformer-2000_2499.parquet,pythia-6_9b-step64-2000_2999.parquet,-297.0264892578125,45,-295.0206298828125,3,"[-295.0206298828125, -296.3819580078125, -295.5694580078125]"
abstract_algebra_test,9,"Question: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7
A. 1
B. 2
C. 2,3
D. 6

Answer: C",abstract_algebra_test_correct_9_C,longformer-9500_9999.parquet,pythia-6_9b-step64-9000_9999.parquet,-371.33673095703125,55,-369.92852783203125,3,"[-369.92852783203125, -371.94415283203125, -370.72344970703125]"
