split,pair_id,correct_sentence,correct_doc_id,correct_input_file,correct_output_file,correct_metric,correct_num_tokens,best_wrong_metric,num_wrong_options,wrong_metrics
abstract_algebra_test,0,"Question: Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.
A. 0
B. 4
C. 2
D. 6

Answer: B",abstract_algebra_test_correct_0_B,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-526.4832763671875,48,-524.5218505859375,3,"[-527.5957641601562, -528.3778076171875, -524.5218505859375]"
anatomy_test,0,"Question: A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral
A. paralysis of the facial muscles.
B. paralysis of the facial muscles and loss of taste.
C. paralysis of the facial muscles, loss of taste and lacrimation.
D. paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.

Answer: A",anatomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-975.79736328125,77,-973.92724609375,3,"[-973.92724609375, -976.27734375, -974.27490234375]"
astronomy_test,0,"Question: What is true for a type-Ia (""type one-a"") supernova?
A. This type occurs in binary systems.
B. This type occurs in young galaxies.
C. This type produces gamma-ray bursts.
D. This type produces high amounts of X-rays.

Answer: A",astronomy_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-783.776611328125,67,-780.6740112304688,3,"[-782.154052734375, -783.6591796875, -780.6740112304688]"
business_ethics_test,0,"Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.
A. Cryptocurrencies, Expensive, Secure, Financial Crime
B. Traditional currency, Cheap, Unsecure, Charitable giving
C. Cryptocurrencies, Cheap, Secure, Financial crime
D. Traditional currency, Expensive, Unsecure, Charitable giving

Answer: C",business_ethics_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-1171.72412109375,91,-1169.0419921875,3,"[-1171.059814453125, -1170.0244140625, -1169.0419921875]"
clinical_knowledge_test,0,"Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?
A. 18 gauge.
B. 20 gauge.
C. 22 gauge.
D. 24 gauge.

Answer: A",clinical_knowledge_test_correct_0_A,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-599.1486206054688,54,-596.4378051757812,3,"[-596.9495239257812, -599.6062622070312, -596.4378051757812]"
college_biology_test,0,"Question: Based on the characteristic population curves that result from plotting population growth of a species, the most effective means of controlling the mosquito population is to
A. maintain the population at a point corresponding to the midpoint of its logistic curve
B. opt for zero population control once the K value of the curve has been reached
C. reduce the carrying capacity cif the environment to lower the K value
D. increase the mortality rate

Answer: C",college_biology_test_correct_0_C,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-1024.2630615234375,91,-1021.6483154296875,3,"[-1024.4307861328125, -1022.0799560546875, -1021.6483154296875]"
college_chemistry_test,0,"Question: The rate, r, of a zero-order chemical reaction A → B can be expressed as which of the following?
A. r = k ln[A]
B. r = k [A]^2
C. r = k [A]
D. r = k

Answer: D",college_chemistry_test_correct_0_D,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-735.486083984375,66,-737.034912109375,3,"[-738.04736328125, -737.034912109375, -738.828857421875]"
college_computer_science_test,0,"Question: The access matrix approach to protection has the difficulty that
A. the matrix, if stored directly, is large and can be clumsy to manage
B. it is not capable of expressing complex protection requirements
C. deciding whether a process has access to a resource is undecidable
D. there is no way to express who has rights to change the access matrix itself

Answer: A",college_computer_science_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-920.5410766601562,79,-917.8198852539062,3,"[-919.4888305664062, -920.2752075195312, -917.8198852539062]"
college_mathematics_test,0,"Question: Let k be the number of real solutions of the equation e^x + x - 2 = 0 in the interval [0, 1], and let n be the number of real solutions that are not in [0, 1]. Which of the following is true?
A. k = 0 and n = 1
B. k = 1 and n = 0
C. k = n = 1
D. k > 1

Answer: B",college_mathematics_test_correct_0_B,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-1064.283447265625,94,-1063.140869140625,3,"[-1065.433349609375, -1066.731689453125, -1063.140869140625]"
college_medicine_test,0,"Question: A police officer carries out hundreds of traffic stops every year. When his supervisor is reviewing the officer’s records for the past year, he notices that the officer is equally likely to stop people of various genders, ages, and races. However, he is significantly more likely to write tickets for middle-aged white males with dark hair and eyes. When confronted with this fact, the officer truthfully states that he has no idea why that is, and that it must simply be a coincidence. Unbeknownst to the officer, this behavior is tied to the fact that these men look like his father, with whom he had an abusive relationship as a child. What psychological framework would directly address the unconscious bias in his behavior? 
A. Behaviorist
B. Psychoanalytic
C. Cognitive behavioral
D. Humanistic

Answer: B",college_medicine_test_correct_0_B,longformer-200_299.parquet,pythia-6_9b-step4-0_999.parquet,-1963.482666015625,166,-1962.118408203125,3,"[-1965.980712890625, -1965.03759765625, -1962.118408203125]"
college_physics_test,0,"Question: The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons
A. an average of 10 times, with an rms deviation of about 4
B. an average of 10 times, with an rms deviation of about 3
C. an average of 10 times, with an rms deviation of about 1
D. an average of 10 times, with an rms deviation of about 0.1

Answer: B",college_physics_test_correct_0_B,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-1218.172119140625,104,-1217.281494140625,3,"[-1218.981689453125, -1219.818359375, -1217.281494140625]"
computer_security_test,0,"Question: Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?
A. Generational
B. Blackbox
C. Whitebox
D. Mutation-based

Answer: C",computer_security_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-594.9407348632812,48,-590.8435668945312,3,"[-594.0834350585938, -593.2278442382812, -590.8435668945312]"
conceptual_physics_test,0,"Question: A 10-N force at an angle 45° above the horizontal has a horizontal component of about
A. 7 N
B. 5 N
C. 10 N
D. 12 N

Answer: A",conceptual_physics_test_correct_0_A,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-512.9049682617188,46,-510.8282775878906,3,"[-510.8282775878906, -513.4812622070312, -510.9454650878906]"
econometrics_test,0,"Question: Which one of the following is the most appropriate definition of a 99% confidence interval?
A. 99% of the time in repeated samples, the interval would contain the true value of the parameter
B. 99% of the time in repeated samples, the interval would contain the estimated value of the parameter
C. 99% of the time in repeated samples, the null hypothesis will be rejected
D. 99% of the time in repeated samples, the null hypothesis will not be rejected when it was false

Answer: A",econometrics_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-1205.609375,109,-1204.1533203125,3,"[-1205.3896484375, -1206.7431640625, -1204.1533203125]"
electrical_engineering_test,0,"Question: The Barkhausen criterion for an oscillator
A. Loop gain should be unity
B. Loop gain should be less than unity
C. The phase of a feedback signal with respect to input should be 0° or 360°
D. Both A and C

Answer: D",electrical_engineering_test_correct_0_D,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-661.9899291992188,58,-662.6563110351562,3,"[-664.6221313476562, -662.6563110351562, -664.1443481445312]"
elementary_mathematics_test,0,"Question: What is the value of p in 24 = 2p?
A. p = 4
B. p = 8
C. p = 12
D. p = 24

Answer: C",elementary_mathematics_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-466.7205810546875,43,-463.6263427734375,3,"[-465.3206787109375, -464.5101318359375, -463.6263427734375]"
formal_logic_test,0,"Question: Identify the conclusion of the following argument. It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients. The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes. Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts. (Sigmund Freud, The Origin and Development of Psychoanalysis)
A. It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients.
B. The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes.
C. Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.
D. It is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.

Answer: D",formal_logic_test_correct_0_D,longformer-200_299.parquet,pythia-6_9b-step4-0_999.parquet,-2369.016357421875,204,-2370.136474609375,3,"[-2371.666015625, -2370.136474609375, -2371.736083984375]"
global_facts_test,0,"Question: As of 2016, about what percentage of adults aged 18 years or older were overweight?
A. 10%
B. 20%
C. 40%
D. 80%

Answer: C",global_facts_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-452.7743835449219,44,-449.8809814453125,3,"[-452.2125244140625, -450.1680908203125, -449.8809814453125]"
high_school_biology_test,0,"Question: In a population of giraffes, an environmental change occurs that favors individuals that are tallest. As a result, more of the taller individuals are able to obtain nutrients and survive to pass along their genetic information. This is an example of
A. directional selection.
B. stabilizing selection.
C. sexual selection.
D. disruptive selection.

Answer: A",high_school_biology_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-871.4317626953125,76,-868.837890625,3,"[-869.51171875, -871.6728515625, -868.837890625]"
high_school_chemistry_test,0,"Question: London dispersion forces are caused by
A. temporary dipoles created by the position of electrons around the nuclei in a molecule
B. the three-dimensional intermolecular bonding present in all covalent substances
C. the uneven electron-to-proton ratio found on individual atoms of a molecule
D. the electronegativity differences between the different atoms in a molecule

Answer: A",high_school_chemistry_test_correct_0_A,longformer-100_199.parquet,pythia-6_9b-step4-0_999.parquet,-919.312744140625,75,-916.5439453125,3,"[-917.7001953125, -920.166015625, -916.5439453125]"
high_school_computer_science_test,0,"Question: Let x = 1. What is x << 3 in Python 3?
A. 1
B. 3
C. 8
D. 16

Answer: C",high_school_computer_science_test_correct_0_C,longformer-0_99.parquet,pythia-6_9b-step4-0_999.parquet,-403.32159423828125,37,-401.5555419921875,3,"[-403.9837646484375, -401.7362060546875, -401.5555419921875]"
