split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
regular_plural_subject_verb_agreement_1,493,Many documentaries were stunning Maria.,Many documentaries was stunning Maria.,regular_plural_subject_verb_agreement_1_good_493,regular_plural_subject_verb_agreement_1_bad_493,longformer-515_519.parquet,longformer-515_519.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-400_599.parquet,-47.01097869873047,-48.951499938964844,6,6
coordinate_structure_constraint_complex_left_branch,75,Whose libraries can Paula clean and Diane mess up?,Whose can Paula clean libraries and Diane mess up?,coordinate_structure_constraint_complex_left_branch_good_75,coordinate_structure_constraint_complex_left_branch_bad_75,longformer-865_869.parquet,longformer-865_869.parquet,pythia-160m-step70000-800_999.parquet,pythia-160m-step70000-800_999.parquet,-71.26170349121094,-78.08405303955078,10,10
existential_there_quantifiers_1,234,There were many computers dropping.,There were all computers dropping.,existential_there_quantifiers_1_good_234,existential_there_quantifiers_1_bad_234,longformer-400_404.parquet,longformer-385_389.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-200_399.parquet,-33.28343200683594,-35.217586517333984,6,6
sentential_negation_npi_licensor_present,515,All shoes had not ever flattened.,All shoes had really ever flattened.,sentential_negation_npi_licensor_present_good_515,sentential_negation_npi_licensor_present_bad_515,longformer-345_349.parquet,longformer-465_469.parquet,pythia-160m-step70000-200_399.parquet,pythia-160m-step70000-400_599.parquet,-43.989776611328125,-48.95357131958008,7,7
irregular_plural_subject_verb_agreement_1,312,Those oxen aren't boring Cheryl.,Those oxen wasn't boring Cheryl.,irregular_plural_subject_verb_agreement_1_good_312,irregular_plural_subject_verb_agreement_1_bad_312,longformer-290_294.parquet,longformer-280_284.parquet,pythia-160m-step70000-200_399.parquet,pythia-160m-step70000-200_399.parquet,-47.23734664916992,-50.37403869628906,7,7
animate_subject_passive,34,Wayne wasn't hidden by some drivers.,Wayne wasn't hidden by some sheep.,animate_subject_passive_good_34,animate_subject_passive_bad_34,longformer-460_464.parquet,longformer-360_364.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-200_399.parquet,-46.50566101074219,-44.97772979736328,8,8
anaphor_number_agreement,25,All drivers would praise themselves.,All drivers would praise herself.,anaphor_number_agreement_good_25,anaphor_number_agreement_bad_25,longformer-445_449.parquet,longformer-340_344.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-200_399.parquet,-35.9531135559082,-40.111717224121094,6,6
drop_argument,193,Tanya runs around.,Tanya lifted.,drop_argument_good_193,drop_argument_bad_193,longformer-25_29.parquet,longformer-0_4.parquet,pythia-160m-step70000-0_199.parquet,pythia-160m-step70000-0_199.parquet,-28.758197784423828,-24.918834686279297,4,3
irregular_plural_subject_verb_agreement_2,321,The men weren't bringing the hospitals.,The man weren't bringing the hospitals.,irregular_plural_subject_verb_agreement_2_good_321,irregular_plural_subject_verb_agreement_2_bad_321,longformer-540_544.parquet,longformer-545_549.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-400_599.parquet,-37.967899322509766,-43.350223541259766,8,8
irregular_plural_subject_verb_agreement_1,317,The fungus bores Bethany.,The fungus bore Bethany.,irregular_plural_subject_verb_agreement_1_good_317,irregular_plural_subject_verb_agreement_1_bad_317,longformer-110_114.parquet,longformer-85_89.parquet,pythia-160m-step70000-0_199.parquet,pythia-160m-step70000-0_199.parquet,-40.72151184082031,-40.43644714355469,5,5
determiner_noun_agreement_1,93,Some waiters have known those guests.,Some waiters have known those guest.,determiner_noun_agreement_1_good_93,determiner_noun_agreement_1_bad_93,longformer-475_479.parquet,longformer-460_464.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-400_599.parquet,-45.20817565917969,-48.681541442871094,7,7
superlative_quantifiers_1,542,No plane did impress more than nine schools.,No plane did impress at least nine schools.,superlative_quantifiers_1_good_542,superlative_quantifiers_1_bad_542,longformer-685_689.parquet,longformer-660_664.parquet,pythia-160m-step70000-600_799.parquet,pythia-160m-step70000-600_799.parquet,-51.62633514404297,-51.259578704833984,9,9
tough_vs_raising_2,575,Janet was unlikely to leave this lake.,Janet was irritating to leave this lake.,tough_vs_raising_2_good_575,tough_vs_raising_2_bad_575,longformer-495_499.parquet,longformer-595_599.parquet,pythia-160m-step70000-400_599.parquet,pythia-160m-step70000-400_599.parquet,-39.00010299682617,-48.114009857177734,8,8
