Feature ID,Topic,Acquired At,Pearson,Spearman,Description,step_num
414,Mathematical Comparisons and Rankings,pythia-6_9b-step128,0.7725203729299086,0.47857142857142854,Whitespace or asterisks appearing between mathematical terms in algebraic expressions and calculus problems,128.0
2990,Programming Variables and Identifiers,pythia-6_9b-step1000,0.9144558537235434,0.5178571428571428,"Programming variables and identifiers used in software development, including network communication, data processing, and application state management.",1000.0
172,Numerical Formatting and Punctuation,pythia-6_9b-step10000,0.985811939955939,0.46071428571428563,Commas used as thousands separators in numerical values.,10000.0
179,Academic Citations and References,pythia-6_9b-step10000,0.9933773574893245,0.5,"Legal citation abbreviation ""v."" (versus) used to separate opposing parties in court cases.",10000.0
2497,HTML and XML Markup,pythia-6_9b-step10000,0.9686357397232134,0.4464285714285714,"XML/HTML closing tag syntax patterns, specifically the ""</"" token that begins closing tags in markup languages.",10000.0
1468,Conjunctions and Logical Connectors,pythia-6_9b-step10000,0.9947155294811201,0.5178571428571428,"All instances are the word ""not"" used as a negation adverb in various sentence contexts.",10000.0
678,Comparative Conjunctions and Relations,pythia-6_9b-step10000,0.9905621137242799,0.5285714285714286,"Instances of the word ""as"" preceded by a space, functioning as a conjunction, preposition, or part of comparative constructions in various contexts.",10000.0
1579,Title and Heading References,pythia-6_9b-step10000,0.9963237652909529,0.4892857142857142,"All instances are the word ""And"" appearing in the title ""Writing A Thesis Substance And Style"" within repeated promotional or descriptive text about a book.",10000.0
2285,General Object References,pythia-6_9b-step10000,0.9951574129097392,0.5357142857142856,Legal document footnote or reference numbers appearing in judicial opinions and legal texts.,10000.0
1833,Mathematical Variables and Symbols,pythia-6_9b-step10000,0.9881266624506575,0.5142857142857142,"Mathematical variables (typically single letters like 'i' and 'j') used in algebraic equations, programming loops, and mathematical expressions.",10000.0
2972,HTML and XML Markup,pythia-6_9b-step10000,0.994732310242739,0.5107142857142856,HTML/XML code snippets where a space precedes an opening angle bracket starting a new tag or element.,10000.0
2541,Necessity and Obligation Expressions,pythia-6_9b-step10000,0.9961408393127414,0.48214285714285704,"All instances are the noun ""time"" preceded by a space, used in various contexts including frequency expressions, temporal references, and ordinal uses.",10000.0
2054,General Reference Terms and Entities,pythia-6_9b-step10000,0.9881184211406658,0.5857142857142856,"Numbers appearing in sequential or tabular contexts, often as identifiers or indices in ordered lists or data structures.",10000.0
278,Academic Abbreviations and Examples,pythia-6_9b-step10000,0.9953449352596518,0.5285714285714286,"Numbers appearing in academic citation references, typically indicating specific numbered sources in bibliographies or reference lists.",10000.0
2667,Properties and Characteristics,pythia-6_9b-step10000,0.9935185286378134,0.5714285714285713,"Words referring to measurable attributes or characteristics of objects, systems, or phenomena.",10000.0
1908,Title and Heading References,pythia-6_9b-step10000,0.9963135347872246,0.5,"All instances are the same word ""And"" appearing as part of the repeated book title ""Writing A Thesis Substance And Style"" in what appears to be promotional or descriptive text about this book.",10000.0
2959,Programming Data Types,pythia-6_9b-step10000,0.9968680915596497,0.557142857142857,"String data types and type declarations in programming code across multiple languages (Java, C++, Swift, XML).",10000.0
65,Technical Components and Engineering,pythia-6_9b-step10000,0.9895799739777432,0.532142857142857,"Technical terms referring to components, parts, or substances in scientific and engineering contexts.",10000.0
1334,Web URLs and Domain Names,pythia-6_9b-step10000,0.9945545913821185,0.557142857142857,"All instances are the ""http"" protocol identifier appearing at the beginning of web URLs.",10000.0
2544,Technical Documentation Formatting,pythia-6_9b-step10000,0.9874503921008198,0.5214285714285714,"Words appearing in technical code contexts including import statements, package names, API references, and programming identifiers",10000.0
1240,Prepositions and Spatial Relations,pythia-6_9b-step10000,0.9946284972490905,0.5357142857142856,"The word ""from"" used as a preposition indicating separation, distinction, or differentiation between two entities or concepts.",10000.0
2417,Numerical Values and Mathematics,pythia-6_9b-step10000,0.9968998728822691,0.5214285714285714,"The number ""10"" appearing in various contexts including percentages, measurements, dates, and technical specifications.",10000.0
1881,Prepositions and Spatial Relations,pythia-6_9b-step10000,0.991280251452367,0.532142857142857,"Instances of the preposition ""from"" indicating source, origin, or starting point in various contexts.",10000.0
712,Usage and Application Terms,pythia-6_9b-step10000,0.9919641260184783,0.532142857142857,"Instances of the word ""use"" (and its variant ""used"") appearing in legal and technical contexts, particularly in terms of service, license agreements, and usage policies.",10000.0
886,Software Versioning and Dependencies,pythia-6_9b-step10000,0.9960784023554982,0.48571428571428565,Version specifiers in Go module dependency declarations,10000.0
1326,Reference Numbers and Citations,pythia-6_9b-step10000,0.9959501615914079,0.5178571428571428,"Numbers used as footnote, endnote, or reference markers in academic and legal documents.",10000.0
1700,Numerical Values and Mathematics,pythia-6_9b-step10000,0.9942106436435078,0.5428571428571428,"The number ""4"" appearing in various numerical contexts including times, measurements, percentages, list items, and reference citations.",10000.0
2494,Common Nouns and Objects,pythia-6_9b-step10000,0.9970873358922077,0.6035714285714285,Plural nouns that appear after a space in technical and academic contexts.,10000.0
1808,Legal Terminology and Procedures,pythia-6_9b-step10000,0.9856468023443041,0.7142857142857142,Legal terminology related to criminal justice proceedings and administrative actions,10000.0
144,Text Formatting and Structure,pythia-6_9b-step10000,0.9906405227608701,0.5428571428571428,Whitespace sequences (combinations of tabs and spaces) used for code indentation and formatting in programming contexts.,10000.0
1733,Names and Personal References,pythia-6_9b-step10000,0.9947412882425033,0.682142857142857,"Surnames and place names appearing in various contexts including credits, locations, and references",10000.0
2276,Mathematical Comparisons and Rankings,pythia-6_9b-step10000,0.9764281426535512,0.4964285714285714,Mathematical variables and symbols in LaTeX notation within mathematical text.,10000.0
938,Descriptive Modifiers and Determiners,pythia-6_9b-step10000,0.9889265102314727,0.5249999999999999,"Words functioning as quantifiers or determiners expressing indefinite amounts, typically used in conditional or negative contexts to mean ""some"" or ""none at all.""",10000.0
2096,Modal Verbs and Auxiliaries,pythia-6_9b-step10000,0.9955616358332136,0.5392857142857141,"Modal verbs expressing future intention, prediction, or hypothetical scenarios.",10000.0
2967,Modal Verbs and Auxiliaries,pythia-6_9b-step10000,0.9829902351041607,0.5249999999999999,"All instances are the modal verb ""can"" expressing ability, possibility, or permission in various contexts.",10000.0
1612,Demonstrative and Reference Terms,pythia-6_9b-step10000,0.9873942348007685,0.5464285714285714,"Demonstrative pronouns and adjectives used for reference and comparison (""other"", ""next"", ""same"").",10000.0
1512,Information and Knowledge Terms,pythia-6_9b-step10000,0.990888886773984,0.5428571428571428,"Words related to data, details, or knowledge that can be collected, stored, or communicated.",10000.0
584,Numerical Identifiers,pythia-6_9b-step10000,0.9969952725907856,0.4928571428571427,"Numeric identifiers (07, 7, 14, 13) appearing in various text contexts including code, financial data, academic citations, and technical documentation.",10000.0
2758,Health and Medical Conditions,pythia-6_9b-step10000,0.9967229141355413,0.6107142857142855,"Words related to health conditions, mortality, and life circumstances in legal and medical contexts.",10000.0
988,Software Versioning and Dependencies,pythia-6_9b-step10000,0.9944262598176687,0.5107142857142856,Version numbers and variable identifiers in software development and mathematical contexts,10000.0
752,Capability and Possibility Terms,pythia-6_9b-step10000,0.9864597437834646,0.5107142857142856,"Words describing capability, feasibility, or potential that are preceded by a space in the text formatting.",10000.0
2301,General Reference Terms and Entities,pythia-6_9b-step10000,0.989815200614133,0.5392857142857141,"Numbers appearing in various contexts including biblical references, citations, legal codes, and sequential numbering.",10000.0
101,Numerical Values and Mathematics,pythia-6_9b-step10000,0.9957755217781197,0.5357142857142856,"Instances of the number ""3"" appearing in various contexts including lists, citations, mathematical expressions, and sequential numbering.",10000.0
2208,Technical Notation and Abbreviations,pythia-6_9b-step10000,0.9696071391273252,0.5357142857142856,"Technical notation, abbreviations, and references used in formal documents including legal sections, scientific formulas, time measurements, and document citations",10000.0
1894,Programming Variables and Identifiers,pythia-6_9b-step10000,0.9964247379464901,0.5249999999999999,"Programming language symbols and identifiers including scope resolution operators, variable names, and method identifiers",10000.0
1690,General Reference Terms and Entities,pythia-6_9b-step10000,0.983472536932978,0.5,"Demonstrative pronoun ""this"" used to introduce or reference specific content, particularly in video descriptions and code examples.",10000.0
1928,Dialogue and Speech Attribution,pythia-6_9b-step10000,0.8723186043553345,0.5107142857142856,Punctuation marks (periods and quotation marks) that appear at the end of dialogue or sentences in what appears to be a script or transcript format.,10000.0
1440,Necessity and Obligation Expressions,pythia-6_9b-step10000,0.9892124515580375,0.5392857142857141,"Time duration expressions using ""year"" or ""years"" as units of measurement.",10000.0
899,Programming Data Types,pythia-6_9b-step70000,0.9619923833291077,0.5071428571428571,"Integer data type declarations in programming code, typically appearing at the beginning of variable declarations with specific spacing formatting.",70000.0
1258,Necessity and Obligation Expressions,pythia-6_9b-step70000,0.8653697959296096,0.6071428571428571,Two-digit numbers functioning as minutes in time expressions and calculations,70000.0
2713,Personal Pronouns and Subject References,pythia-6_9b-step70000,0.9654503460314405,0.5392857142857141,"Third-person plural pronouns (""they"" and ""their"") that all appear with a space before them in the text.",70000.0
1513,Exclusion and Absence Terms,pythia-6_9b-step70000,0.9848995592160213,0.5464285714285714,"Nouns representing forms of judgment, conclusion, or response that follow deliberation or consideration.",70000.0
1765,Descriptive Modifiers and Determiners,pythia-6_9b-step70000,0.9659693170869676,0.475,"Adjectives describing novelty, freshness, or recent creation/acquisition",70000.0
1727,Coordinating Conjunctions and Connections,pythia-6_9b-step70000,0.9677360045428564,0.4892857142857142,"All instances of the coordinating conjunction ""but"" used to contrast or introduce opposing information in sentences.",70000.0
2821,Common Nouns and Objects,pythia-6_9b-step70000,0.9796933885295446,0.5678571428571427,"Common nouns that function as prepositional objects following ""the"" in formal or technical writing contexts.",70000.0
2558,Programming Data Types,pythia-6_9b-step70000,0.9799544251185658,0.5392857142857141,"Programming language literals and data types including boolean values, numeric constants, type keywords, and special values like NULL.",70000.0
2924,Necessity and Obligation Expressions,pythia-6_9b-step70000,0.9826303668844655,0.48214285714285704,Words related to time duration or temporal expressions.,70000.0
903,Verb Forms and Actions,pythia-6_9b-step70000,0.9903228836819774,0.5214285714285714,"Forms of the verb ""to be"" (are/were) used as linking verbs or auxiliary verbs in various sentence structures.",70000.0
2719,Programming Syntax and Code Structure,pythia-6_9b-step70000,0.9762396354825894,0.5071428571428571,Code comment markers indicating the start of single-line comments in programming languages.,70000.0
756,Prepositions and Spatial Relations,pythia-6_9b-step70000,0.9890974692745698,0.4928571428571427,"All instances are the preposition ""into"" indicating movement, direction, or transition from one state/location to another.",70000.0
276,Names and Personal References,pythia-6_9b-step70000,0.8940238305742407,0.575,Words that are surnames or last names of people mentioned in various contexts.,70000.0
2789,Employment and Professional Context,pythia-6_9b-step70000,0.9867997250357736,0.6,Words related to employment and automotive contexts,70000.0
2684,Technical Documentation Formatting,pythia-6_9b-step70000,0.9748631941725882,0.5249999999999999,Words that appear after a space in technical programming and documentation contexts.,70000.0
347,Programming Syntax and Code Structure,pythia-6_9b-step100000,0.844742804914581,0.5892857142857142,"Programming syntax elements including CSS properties, HTML attributes, XML tags, and code variables",100000.0
203,Research Presentation and Findings,pythia-6_9b-step100000,0.8689826182290362,0.4892857142857142,"Past participles and other terms used to introduce or reference visual elements, data, and findings in technical and scientific writing.",100000.0
2166,Code Comments and Documentation,pythia-6_9b-step100000,0.8665773169658495,0.4892857142857142,"Spaces that appear before comment delimiters (//) in code, representing consistent formatting in programming contexts.",100000.0
2297,Numerical Values and Mathematics,pythia-6_9b-step100000,0.6827826295595748,0.5035714285714286,Single-digit numbers appearing within base64-encoded strings and cryptographic data,100000.0
2986,Modal Verbs and Uncertainty,pythia-6_9b,0.9926178258384732,0.5214285714285714,"All instances are the modal verb ""may"" expressing possibility or uncertainty.",
1407,Medical and Anatomical Terms,pythia-6_9b,0.9605905254314738,0.5392857142857141,Medical terminology and anatomical structures used in clinical and research contexts.,
