Feature ID,Topic,Acquired At,Pearson,Spearman,Description,step_num
172,Document Formatting and Whitespace,pythia-160m-step64,0.8349010150126014,0.9107142857142855,Tab characters used for code indentation and formatting in programming contexts.,64
1761,Document Formatting and Whitespace,pythia-160m-step64,0.8047959932978302,0.9642857142857141,Tab characters used for code indentation in programming contexts.,64
1620,Dialogue and Speech Attribution,pythia-160m-step64,0.6963296953522857,0.8142857142857142,Dialogue formatting markers indicating the start of speech or quotations in conversational text.,64
703,Statistical and Scientific Notation,pythia-160m-step128,0.7996419335552388,0.9571428571428571,Decimal points in statistical p-values from scientific research papers.,128
2259,HTML and XML Markup,pythia-160m-step128,0.7544807424866727,0.907142857142857,HTML/XML opening angle brackets appearing in code documentation or web markup contexts.,128
923,Academic Abbreviations and Examples,pythia-160m-step128,0.7645001181195229,0.9713324041027462,Periods appearing within academic citation references in scholarly text.,128
1909,HTML and XML Markup,pythia-160m-step128,0.7415022837338542,0.9677481516890828,HTML attribute values for reference type specifications in academic document markup.,128
254,Document Formatting and Whitespace,pythia-160m-step128,0.8014988502480994,0.9571428571428571,Tab characters serving as delimiters or separators between mathematical questions about prime and composite numbers.,128
2764,Academic Citations and References,pythia-160m-step128,0.7850261632533978,0.9571428571428571,"Periods appearing within legal citations, specifically in United States Code references where they separate parts of the citation format.",128
2103,Mathematical Problem Statements,pythia-160m-step128,0.8000507975320844,0.9714285714285713,"Mathematical question words asking ""What is"" or ""Which is"" in problem-solving contexts.",128
1450,Web URLs and Internet Addresses,pythia-160m-step128,0.7558516147772172,0.8422993172108684,URL protocol indicators appearing in web addresses and hyperlinks.,128
2094,Quantifier Phrases,pythia-160m-step128,0.8240839642119184,0.9642857142857141,"The preposition ""of"" appearing after quantifier phrases (variety of, number of, lots of, etc.) to introduce what is being quantified.",128
2702,Mathematical Problem Statements,pythia-160m-step128,0.7963596682959058,0.9714285714285713,"The word ""is"" functioning as a copula verb in mathematical word problems asking ""What is"" followed by arithmetic expressions.",128
2536,Contractions and Informal Language,pythia-160m-step128,0.7694141258604886,0.8607142857142854,"Contracted forms of ""not"" in negative auxiliary verb constructions (didn't, don't, wouldn't, isn't, aren't, couldn't, shouldn't, wasn't).",128
2316,HTML and XML Markup,pythia-160m-step128,0.7430371975996488,0.9749166565164095,HTML attribute values appearing in class attributes and reference type attributes within web page markup.,128
1212,Wikipedia and Category Markup,pythia-160m-step128,0.7251725057168078,0.917568617897797,"Colons that appear after ""Category"" in what appears to be Wikipedia category markup syntax.",128
764,Grammatical Function Words,pythia-160m-step128,0.7842520925837831,0.9392857142857142,"Infinitive marker ""to"" appearing after a space in various sentence contexts",128
451,Grammatical Function Words,pythia-160m-step128,0.7295524418129528,0.9607142857142855,Function words (prepositions and articles) that are preceded by a space in text formatting.,128
664,Grammatical Function Words,pythia-160m-step128,0.732488693187545,0.9571428571428571,"Prepositions ""to"" appearing after a space in formal or technical writing contexts.",128
1079,Wikipedia and Category Markup,pythia-160m-step128,0.7249755095310496,0.917568617897797,"Words that appear as part of Wikipedia category labels, typically following ""Category:"" in article metadata.",128
312,Scientific Units and Measurements,pythia-160m-step256,0.8733689383866894,0.7892857142857141,"Words referring to numerical quantities, data assignments, or measurable amounts in programming and mathematical contexts.",256
394,Academic Abbreviations and Examples,pythia-160m-step256,0.836042493157407,0.8576924644861721,"Markdown or XML-style reference syntax elements used in academic documents to link to figures, tables, or supplementary materials.",256
2987,Code Comments and Documentation,pythia-160m-step256,0.8193954192765038,0.7785714285714285,"Asterisks used in multi-line comment formatting in source code, primarily for visual alignment and structure in license headers and documentation blocks.",256
1567,Geographic and Location References,pythia-160m-step256,0.8787422403114283,0.9249999999999998,"Geographic location names and abbreviations, primarily referring to cities, states, and counties in the United States.",256
770,Academic Citations and References,pythia-160m-step256,0.8677274784397541,0.9571428571428571,Legal citation abbreviations referring to U.S. Circuit Courts of Appeals in various judicial circuits.,256
1720,Academic Abbreviations and Examples,pythia-160m-step256,0.8387663774925547,0.8745575889338377,"All instances are references to figures in academic or scientific documents, appearing within citation markup syntax.",256
1430,Wikipedia and Category Markup,pythia-160m-step256,0.8325767450983814,0.8428571428571429,"Wikipedia category labels that classify and organize articles by topic, profession, location, or other descriptive attributes.",256
1281,Data Retrieval and Programming Actions,pythia-160m-step256,0.8558626224217297,0.8178571428571428,"The letter ""x"" appearing in hexadecimal notation contexts within what appears to be code or data structures.",256
1773,Document Formatting and Whitespace,pythia-160m-step256,0.8311145143003913,0.9607142857142855,Tab characters used for text formatting and layout spacing in various documents or web content.,256
1978,HTML and XML Markup,pythia-160m-step256,0.8595273673530673,0.982142857142857,Opening angle brackets used in XML/HTML tag syntax and generic type declarations in programming code.,256
1850,Programming Syntax and Code Structure,pythia-160m-step256,0.8727923841240589,0.8571428571428571,Space characters appearing before @ symbols in citation lists and code comments.,256
1412,Document Formatting and Whitespace,pythia-160m-step256,0.8206131545263593,0.9642857142857141,Tab characters used as formatting separators between text segments in what appears to be parsed or structured document content.,256
2968,Mathematical Comparisons and Rankings,pythia-160m-step256,0.9016586065574232,0.907142857142857,"Mathematical expressions containing polynomial terms with variables raised to powers, appearing in calculus differentiation problems and algebraic manipulation exercises.",256
1660,Abbreviations and Formal Titles,pythia-160m-step512,0.9320634579421895,0.9714285714285713,"Periods used as abbreviation markers in formal names, titles, and geographic designations.",512
2705,Programming Variables and Identifiers,pythia-160m-step512,0.9338089711487547,0.9535714285714283,"Underscores appearing in programming code contexts, likely representing placeholders, separators, or parts of variable/function names in various programming languages.",512
2245,Code Comments and Documentation,pythia-160m-step512,0.8954369682972305,0.9642857142857141,Javadoc comment beginnings that start method or class documentation sections in code.,512
101,Mathematical Variables and Symbols,pythia-160m-step512,0.8980436036142494,0.8642857142857141,"Variables (q and h) in polynomial mathematical expressions, typically appearing as coefficients or in exponential terms.",512
2853,Labels and Reference Markers,pythia-160m-step512,0.8832948363049268,0.8775696086884129,"The letter ""B"" or ""b"" used as labels, identifiers, or reference markers in academic and technical contexts.",512
293,C Preprocessor Directives,pythia-160m-step512,0.8979693926306943,0.9178571428571428,C preprocessor directive symbols (#define and #include statements) used in source code.,512
1262,Exemplification and Comparison,pythia-160m-step512,0.8915092843703787,0.9357142857142854,"Instances of the abbreviation ""e.g."" (exempli gratia, meaning ""for example"") used to introduce examples or illustrations in academic and technical writing.",512
2288,Mathematical Problem Statements,pythia-160m-step512,0.9201040886727558,0.8357142857142855,"Mathematical problem statements that begin with variable definitions using ""Let"" followed by mathematical expressions or equations.",512
2682,Government and Legal Terminology,pythia-160m-step512,0.8819676804858516,0.9214285714285713,"Abbreviations for ""United States"" appearing in formal legal, governmental, and official contexts.",512
1833,Attribution and Source References,pythia-160m-step512,0.9113157672824274,0.9607142857142855,"Abbreviations for time periods (a.m., p.m.) and Latin phrases (i.e.)",512
1894,C Preprocessor Directives,pythia-160m-step512,0.9241874320289564,0.8499999999999999,C preprocessor #define statements used for creating macro definitions in source code.,512
2161,HTML and XML Markup,pythia-160m-step512,0.9455458260611266,0.8499999999999999,HTML closing div tags appearing in web markup and code contexts.,512
535,Mathematical Comparisons and Rankings,pythia-160m-step512,0.9372892748930389,0.8499999999999999,Opening curly braces in LaTeX mathematical expressions used for grouping and delimiting mathematical content,512
322,Contractions and Informal Language,pythia-160m-step512,0.8568713377639495,0.9428571428571427,"Contracted forms of ""is"" used in informal speech and writing.",512
1729,Academic Abbreviations and Examples,pythia-160m-step512,0.8810428392732095,0.9669351492880476,"Academic reference citations using ""B"" or ""b"" identifiers in scholarly publications.",512
